id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
6667,0,5.0,24.743908,71,440,3.0,-1,-1,0,11,651,9,916,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
4554,0,0.0,3.30862,11,11,3.0,-1,-1,0,14,798,10,510,1,2
6667,0,5.0,0.939961,75,243,,-1,-1,0,7,447,6,563,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
50,0,0.0,3.088741,0,0,1.0,-1,-1,0,3,180,0,0,1,2
4554,0,0.0,0.233107,11,11,3.0,-1,-1,0,10,558,10,510,1,2
6667,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
45,0,0.0,3.140708,0,0,1.0,-1,-1,0,3,180,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
6667,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
6667,0,5.0,24.465975,71,440,3.0,-1,-1,0,11,651,9,916,1,2
50,0,0.0,3.132973,0,0,1.0,-1,-1,0,3,180,0,0,1,2
6667,0,0.0,3.132692,0,0,1.0,-1,-1,0,3,180,0,0,1,2
45,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
6667,0,0.0,3.092983,0,0,1.0,-1,-1,0,3,180,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
6667,0,0.0,3.138714,0,0,1.0,-1,-1,0,3,180,0,0,1,2
4554,0,0.0,1.246536,11,11,3.0,-1,-1,0,12,678,10,510,1,2
4554,0,0.0,1.2e-05,0,0,1.0,-1,-1,0,2,120,0,0,1,2
6667,0,5.0,32.9972,62,269,,-1,-1,0,7,434,6,589,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
45,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
6667,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
4554,0,0.0,3.098241,0,0,1.0,-1,-1,0,6,360,0,0,1,2
45,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
4554,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,2
50,0,0.0,3.150965,0,0,1.0,-1,-1,0,3,180,0,0,1,2
6667,0,0.0,999.50776,0,0,10.0,-1,-1,0,18,740,1,44,1,2
45,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
6667,0,0.0,3.115479,0,0,1.0,-1,-1,0,3,180,0,0,1,2
6667,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
6667,0,5.0,41.140036,71,449,3.0,-1,-1,0,12,703,11,1029,1,2
45,0,0.0,3.127717,0,0,1.0,-1,-1,0,3,180,0,0,1,2
45,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
45,0,0.0,3.109474,0,0,1.0,-1,-1,0,3,180,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
45,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
4554,0,0.0,0.212377,11,11,3.0,-1,-1,0,10,558,10,510,1,2
4554,0,0.0,3.104244,0,0,1.0,-1,-1,0,6,360,0,0,1,2
6667,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
50,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
45,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
45,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,2
6667,0,0.0,3.130481,0,0,1.0,-1,-1,0,3,180,0,0,1,2
