id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
80,0,1.0,3.909013,83,67212,3.0,-1,-1,4380,54,3371,50,69224,1,7
80,0,1.0,0.569426,83,63183,3.0,-1,-1,1460,50,3111,46,65035,1,7
80,0,1.0,1.207312,84,64551,3.0,-1,-1,2920,52,2784,50,66563,1,7
22,0,0.0,368.758327,272,120888,3.0,-1,-1,0,1301,68616,1462,200216,1,7
80,0,1.0,1.874424,149,198998,3.0,-1,-1,0,234,12994,285,418624,1,7
80,0,1.0,1.871487,151,198966,3.0,-1,-1,0,282,15702,282,412612,1,7
80,0,1.0,2.376374,148,140547,3.0,-1,-1,0,174,9600,201,291562,1,7
80,0,1.0,1.35978,148,137299,3.0,-1,-1,0,178,9840,196,284806,1,7
80,0,1.0,1.952813,151,209560,3.0,-1,-1,0,220,11878,296,434528,1,7
80,0,1.0,3.112826,151,171865,3.0,-1,-1,0,196,10574,243,356382,1,7
80,0,1.0,1.286011,149,124092,3.0,-1,-1,0,174,9674,176,257352,1,7
80,0,1.0,2.449597,152,148792,3.0,-1,-1,0,194,10688,212,308624,1,7
80,0,1.0,1.199183,149,119996,3.0,-1,-1,0,162,8906,172,248952,1,7
80,0,1.0,4.502915,149,140848,3.0,-1,-1,0,190,10370,202,292216,1,7
80,0,1.0,4.675323,150,165036,3.0,-1,-1,0,192,10476,234,342256,1,7
80,0,1.0,4.662575,151,161904,3.0,-1,-1,0,190,10326,230,335784,1,7
80,0,1.0,1.497642,151,154358,3.0,-1,-1,0,194,10598,220,320172,1,7
22,0,0.0,58.527413,40,39288,4.0,-1,-1,0,768,40016,770,118616,1,7
