id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
992,0,0.0,2.250689,0,0,5.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
992,0,0.0,2.67146,0,0,5.0,-1,-1,0,4,160,0,0,1,6
80,0,0.0,-1.0,-1,-1,5.0,-1,-1,0,1,40,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
80,0,0.0,3.180415,0,0,5.0,-1,-1,0,3,120,0,0,1,6
52869,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
80,0,0.0,2.457862,0,0,5.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,4e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,1e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,4e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,1e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
80,0,0.0,4.688096,0,0,5.0,-1,-1,0,4,160,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
80,0,0.0,3.916226,0,0,5.0,-1,-1,0,4,160,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
52869,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
52869,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
62336,0,0.0,-1.0,-1,-1,4.0,-1,-1,0,0,0,0,0,1,6
52869,0,0.0,1e-06,0,0,1.0,-1,-1,0,2,80,0,0,1,6
