id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
22,0,0.0,0.997685,42,0,3.0,-1,-1,0,5,310,4,192,1,9
22,0,0.0,0.987439,42,0,3.0,-1,-1,0,5,310,4,192,1,9
22,0,3.0,4.959422,1790,1877,3.0,-1,-1,0,16,2630,15,2677,1,9
22,0,3.0,4.972171,1726,1877,3.0,-1,-1,0,16,2566,15,2677,1,9
22,0,3.0,5.103344,2146,2429,3.0,-1,-1,0,16,2986,17,3321,1,9
22,0,3.0,5.09534,2146,2429,3.0,-1,-1,0,16,2986,17,3321,1,9
22,0,3.0,1.339506,2090,2120,3.0,-1,-1,0,16,2750,12,2604,1,9
22,0,3.0,1.446176,2090,2120,3.0,-1,-1,0,16,2750,12,2604,1,9
22,0,3.0,3.193179,1726,1813,3.0,-1,-1,0,14,2462,14,2549,1,9
22,0,3.0,3.243155,1790,1813,3.0,-1,-1,0,15,2578,14,2549,1,9
22,0,3.0,1.131858,1642,1469,3.0,-1,-1,0,14,2378,12,2101,1,9
22,0,3.0,1.145099,1642,1469,3.0,-1,-1,0,14,2378,12,2101,1,9
22,0,3.0,4.338516,2310,1949,3.0,-1,-1,0,16,3150,18,2893,1,9
22,0,3.0,4.403483,2310,1949,3.0,-1,-1,0,16,3150,18,2893,1,9
22,0,3.0,1.210809,1682,2074,3.0,-1,-1,0,13,2366,11,2654,1,9
22,0,3.0,1.231546,1682,2074,3.0,-1,-1,0,13,2366,11,2654,1,9
22,0,3.0,4.017202,1790,2155,3.0,-1,-1,0,16,2630,16,2995,1,9
22,0,3.0,4.103408,1726,2155,3.0,-1,-1,0,16,2566,16,2995,1,9
22,0,3.0,13.431825,1726,2103,3.0,-1,-1,0,16,2566,16,2943,1,9
22,0,3.0,13.610975,1790,2103,3.0,-1,-1,0,16,2630,16,2943,1,9
22,0,3.0,1.89267,1782,1511,3.0,-1,-1,0,15,2570,14,2247,1,9
22,0,3.0,1.902662,1782,1511,3.0,-1,-1,0,15,2570,14,2247,1,9
22,0,3.0,2.205991,1642,2059,3.0,-1,-1,0,15,2430,15,2847,1,9
22,0,3.0,2.4521,1642,2059,3.0,-1,-1,0,15,2430,14,2795,1,9
22,0,3.0,1.451171,1802,1501,3.0,-1,-1,0,14,2538,14,2241,1,9
22,0,3.0,1.824465,1802,1501,3.0,-1,-1,0,14,2538,14,2241,1,9
22,0,3.0,3.39107,1790,1877,3.0,-1,-1,0,15,2578,15,2665,1,9
22,0,3.0,3.400808,1726,1877,3.0,-1,-1,0,15,2514,15,2665,1,9
22,0,3.0,2.41363,1642,1469,3.0,-1,-1,0,14,2378,12,2101,1,9
22,0,3.0,2.486338,1642,1469,3.0,-1,-1,0,14,2378,12,2101,1,9
22,0,0.0,0.993684,42,0,3.0,-1,-1,0,5,310,4,192,1,9
22,0,0.0,3.579209,1474,439,3.0,-1,-1,0,8,474,8,871,1,9
22,0,0.0,3.796322,1474,439,3.0,-1,-1,0,10,2010,9,935,1,9
22,0,3.0,3.051259,1790,1529,3.0,-1,-1,0,15,2578,14,2265,1,9
22,0,3.0,3.078233,1726,1529,3.0,-1,-1,0,15,2514,14,2265,1,9
22,0,0.0,0.294824,1474,271,3.0,-1,-1,0,7,1846,6,591,1,9
22,0,0.0,0.302576,1474,271,3.0,-1,-1,0,7,1846,6,591,1,9
22,0,0.0,1.673301,42,0,3.0,-1,-1,0,5,318,4,192,1,9
22,0,3.0,5.169053,2310,2039,3.0,-1,-1,0,20,3130,18,2763,1,9
22,0,0.0,5.175301,2310,2039,3.0,-1,-1,832,20,3130,16,1851,1,9
22,0,0.0,5.799215,1874,1631,3.0,-1,-1,824,15,2662,13,1487,1,9
22,0,0.0,5.813416,1874,1631,3.0,-1,-1,908,13,1650,15,2415,1,9
22,0,0.0,120.662,1522,1663,3.0,-1,-1,0,23,21342,8,2123,1,9
22,0,0.0,120.669512,1522,1663,3.0,-1,-1,0,23,21342,8,2123,1,9
22,0,3.0,4.223333,1842,1434,3.0,-1,-1,0,12,2474,13,2118,1,9
22,0,3.0,4.25258,1842,1434,3.0,-1,-1,0,12,2474,13,2118,1,9
22,0,0.0,0.82003,1474,797,3.0,-1,-1,0,7,1846,6,1117,1,9
22,0,0.0,0.838519,1474,797,3.0,-1,-1,0,7,1846,6,1117,1,9
22,0,0.0,0.888236,1474,376,3.0,-1,-1,0,7,414,7,748,1,9
22,0,0.0,1.035417,1474,376,3.0,-1,-1,0,8,1898,7,748,1,9
22,0,3.0,6.036589,1674,1965,3.0,-1,-1,0,15,2462,15,2753,1,9
22,0,3.0,6.047821,1674,1965,3.0,-1,-1,0,14,2410,15,2753,1,9
22,0,3.0,27.5664,2146,2429,3.0,-1,-1,0,16,2986,16,3269,1,9
22,0,3.0,2.230992,1790,2101,3.0,-1,-1,0,16,2630,16,2941,1,9
22,0,3.0,2.263968,1726,2101,3.0,-1,-1,0,16,2566,16,2941,1,9
22,0,3.0,4.008229,2146,2429,3.0,-1,-1,0,16,2986,16,3269,1,9
22,0,3.0,4.026198,2146,2429,3.0,-1,-1,0,17,3038,16,3269,1,9
22,0,0.0,0.175151,42,0,3.0,-1,-1,0,4,258,3,152,1,9
22,0,0.0,0.195618,42,0,3.0,-1,-1,0,5,310,4,192,1,9
22,0,3.0,1.859191,1642,1753,3.0,-1,-1,0,14,2378,14,2489,1,9
22,0,3.0,1.859688,1642,1753,3.0,-1,-1,0,14,2378,14,2489,1,9
22,0,3.0,4.448963,1790,1877,3.0,-1,-1,0,15,2578,15,2665,1,9
22,0,3.0,4.851228,1726,1877,3.0,-1,-1,0,15,2514,15,2665,1,9
22,0,3.0,3.494017,1726,1529,3.0,-1,-1,0,15,2514,16,2369,1,9
22,0,3.0,3.498989,1790,1529,3.0,-1,-1,0,15,2578,16,2369,1,9
