id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label,detailed-label
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
666,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
57722,0,0.0,3.08275,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.084248,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,3.155707,0,0,1.0,-1,-1,0,6,360,0,0,1,4
666,0,0.0,3.112729,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
666,0,0.0,7e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
23,0,0.0,0.12793,0,0,2.0,-1,-1,0,2,120,2,80,1,4
57722,0,0.0,3.147214,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
666,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
666,0,0.0,3.096481,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,3.121963,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,0.054719,0,0,2.0,-1,-1,0,1,60,1,40,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
666,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
666,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,3.144212,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.09424,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
666,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,3.142218,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.099233,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.108978,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,3.121972,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.133213,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.087506,0,0,1.0,-1,-1,0,3,180,0,0,1,4
23,0,0.0,1.173593,0,0,2.0,-1,-1,0,4,240,2,80,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
23,0,0.0,3.254904,0,0,2.0,-1,-1,0,6,360,2,80,1,4
666,0,0.0,4e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
57722,0,0.0,3.10997,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,0.050716,0,0,2.0,-1,-1,0,1,60,1,40,1,4
57722,0,0.0,3.094988,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
57722,0,0.0,1.108365,0,0,2.0,-1,-1,0,2,120,1,40,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,0.050466,0,0,2.0,-1,-1,0,1,60,1,40,1,4
666,0,0.0,2e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
57722,0,0.0,3.111466,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.093243,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
666,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
666,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,3.148479,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.149207,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.138215,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,0.07897,0,0,2.0,-1,-1,0,2,120,2,80,1,4
57722,0,0.0,3.120975,0,0,1.0,-1,-1,0,3,180,0,0,1,4
23,0,0.0,3.259908,0,0,2.0,-1,-1,0,6,360,2,80,1,4
666,0,0.0,4e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
57722,0,0.0,3.118204,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.096489,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.188439,0,0,2.0,-1,-1,0,3,180,1,40,1,4
666,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,0.055216,0,0,2.0,-1,-1,0,1,60,1,40,1,4
57722,0,0.0,3.126194,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,3.143702,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,3.097972,0,0,1.0,-1,-1,0,6,360,0,0,1,4
666,0,0.0,0.086956,0,0,2.0,-1,-1,0,2,120,2,80,1,4
57722,0,0.0,0.054725,0,0,2.0,-1,-1,0,1,60,1,40,1,4
57722,0,0.0,3.117224,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
23,0,0.0,0.112189,0,0,2.0,-1,-1,0,2,120,2,80,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,3.094977,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.136704,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,0.04972,0,0,2.0,-1,-1,0,1,60,1,40,1,4
57722,0,0.0,3.118475,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.109231,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,1e-05,0,0,1.0,-1,-1,0,2,120,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
57722,0,0.0,-1.0,-1,-1,1.0,-1,-1,0,1,60,0,0,1,4
666,0,0.0,3.087742,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.102983,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,3.118977,0,0,1.0,-1,-1,0,6,360,0,0,1,4
666,0,0.0,5e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
57722,0,0.0,0.202887,0,0,2.0,-1,-1,0,1,60,1,40,1,4
666,0,0.0,6e-06,0,0,1.0,-1,-1,0,2,120,0,0,1,4
57722,0,0.0,3.09476,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,0.051711,0,0,2.0,-1,-1,0,1,60,1,40,1,4
666,0,0.0,3.149456,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,3.130467,0,0,1.0,-1,-1,0,3,180,0,0,1,4
57722,0,0.0,3.143466,0,0,1.0,-1,-1,0,3,180,0,0,1,4
666,0,0.0,3.084507,0,0,1.0,-1,-1,0,6,360,0,0,1,4
